State,Year,Coal,Natural gas,Petroleum,Nuclear,Total renewable energy,TotalEnergy,PercentRenewable,PercentNonRenewable
KS,2011,346521,285318,328557,76585,57429,1094410,5.247484946226734,94.75251505377327
KY,2011,1010623,229048,630863,0,70949,1941483,3.654371426378701,96.3456285736213
LA,2011,269993,1535704,1948276,173859,128235,4056067,3.1615602010519055,96.83843979894809
MA,2011,42963,464018,574630,53212,69777,1204600,5.792545243234269,94.20745475676573
MD,2011,241190,199132,480971,150655,63326,1135274,5.57803666780002,94.42196333219998
ME,2011,1542,75061,188464,0,137486,402553,34.153515189304265,65.84648481069573
MI,2011,691150,787337,801053,344155,164573,2788268,5.902337938820802,94.0976620611792
MN,2011,315604,424958,575522,125134,194486,1635704,11.890048566244259,88.10995143375574
MO,2011,825650,275308,624140,98062,81011,1904171,4.2543973204087235,95.74560267959127
MS,2011,107546,437873,369149,108164,75706,1098438,6.892150490059521,93.10784950994048
MT,2011,165687,79470,178538,0,56107,479802,11.69378201841593,88.30621798158407
NC,2011,624783,311189,831364,424073,165810,2357219,7.034136412441949,92.96586358755805
ND,2011,394771,72247,184715,0,52447,704180,7.447953648214945,92.55204635178505
NE,2011,285384,173657,231691,72549,127277,890558,14.291826023684028,85.70817397631598
NH,2011,24489,72778,147679,87508,41590,374044,11.119012736469505,88.8809872635305
NJ,2011,49592,677521,932271,351658,72030,2083072,3.457873755683913,96.54212624431608
NM,2011,284737,251838,232017,0,28302,796894,3.551538849583508,96.44846115041649
NV,2011,62701,255970,267974,0,28210,614855,4.588073610851339,95.41192638914866
NY,2011,125181,1247757,1388094,446761,240517,3448310,6.974923948252912,93.02507605174709
OH,2011,1222606,848771,1067933,155806,133265,3428381,3.887111729997337,96.11288827000266
OK,2011,378320,676910,506705,0,69595,1631530,4.265627968839065,95.73437203116093
OR,2011,35135,203607,329389,0,230894,799025,28.89696817996934,71.10303182003067
PA,2011,1212984,1000507,1209704,796798,179960,4399953,4.090043689103043,95.90995631089696
RI,2011,0,102465,82332,0,6878,191675,3.588365723229425,96.41163427677057
SC,2011,366160,235465,485405,553573,127571,1768174,7.2148442404424,92.7851557595576
SD,2011,32112,73973,112792,0,95601,314478,30.39990078797245,69.60009921202754
TN,2011,481127,267929,673742,281682,130247,1834727,7.098985298630259,92.90101470136975
TX,2011,1695239,3800578,5384725,414881,328340,11623763,2.82473068317033,97.17526931682967
UT,2011,346181,230672,278040,0,17824,872717,2.0423573735815848,97.95764262641842
VA,2011,288348,383436,796047,267334,130418,1865583,6.990736943893678,93.00926305610632
VT,2011,0,8677,79951,51351,23862,163841,14.564120092040454,85.43587990795955
WA,2011,56951,272261,694968,50293,461167,1535640,30.030931728790602,69.9690682712094
WI,2011,447370,399247,516658,120962,164772,1649009,9.99218318396079,90.00781681603921
WV,2011,822645,124935,199480,0,37949,1185009,3.2024229351844586,96.79757706481554
WY,2011,467671,161776,168738,0,24985,823170,3.035217512785937,96.96478248721407
US,2011,19663856,24953771,34637421,8268698,6307483,93831229,6.722157502594365,93.27784249740563
AK,2012,15521,347228,250011,0,7954,620714,1.2814275173429308,98.71857248265707
AL,2012,547004,677380,514233,427975,220139,2386731,9.223452496322375,90.77654750367762
AR,2012,296732,300572,321281,162353,111545,1192483,9.35401175530385,90.64598824469616
AZ,2012,420570,339043,540351,334636,60959,1695559,3.595215501200489,96.40478449879951
CA,2012,43832,2456371,3086305,193939,495642,6276089,7.897306746287377,92.10269325371262
CO,2012,370085,456471,459554,0,60542,1346652,4.495742032834021,95.50425796716598
CT,2012,9290,236260,300712,178959,37244,762465,4.884683231361439,95.11531676863856
DC,2012,77,29389,19379,0,964,49809,1.9353932020317612,98.06460679796824
DE,2012,17384,104421,109034,0,6856,237695,2.8843686236563664,97.11563137634363
FL,2012,482984,1348390,1550904,187259,288154,3857691,7.469597746423962,92.53040225357604
GA,2012,435546,624338,956582,355674,226583,2598723,8.719013146072129,91.28098685392787
HI,2012,16572,187,258667,0,15252,290678,5.247043119878353,94.75295688012164
IA,2012,422595,266283,390948,45552,280227,1405605,19.936397494317394,80.06360250568261
ID,2012,5186,90339,154544,0,77803,327872,23.729687195002928,76.27031280499708
IL,2012,969294,939024,1128635,1010189,191114,4238256,4.509260412773556,95.49073958722644
IN,2012,1193465,654528,684732,0,121989,2654714,4.595184264670318,95.40481573532968
KS,2012,307585,268086,329353,86818,57859,1049701,5.511950545917362,94.48804945408264
KY,2012,909705,232701,619396,0,65400,1827202,3.579243017466049,96.42075698253394
LA,2012,238811,1585876,1804806,164092,125780,3919365,3.20919332595969,96.79080667404031
MA,2012,24036,430920,537309,61402,66453,1120120,5.932667928436239,94.06733207156375
MD,2012,192334,216558,470496,142297,59562,1081247,5.508639561543292,94.49136043845671
ME,2012,1299,70451,170161,0,134696,376607,35.76566553462894,64.23433446537106
MI,2012,621633,804084,783366,293619,164813,2667515,6.178521957702206,93.8214780422978
MN,2012,257875,430277,580459,125159,193188,1586958,12.17347907127977,87.82652092872023
MO,2012,768297,258945,600129,112317,72318,1812006,3.9910463872636184,96.00895361273638
MS,2012,82456,499946,373544,76456,88312,1120714,7.879976514971705,92.1200234850283
MT,2012,157308,75234,174021,0,51203,457766,11.185409139167172,88.81459086083282
NC,2012,534713,367948,803449,412722,164772,2283604,7.215436651888856,92.78456334811115
ND,2012,406344,71873,199063,0,51186,728466,7.02654619433165,92.97345380566836
NE,2012,272587,161770,233303,60795,116977,845432,13.836358216864278,86.16364178313572
NH,2012,14191,74336,138308,85814,41482,354131,11.71374434884266,88.28625565115733
NJ,2012,25589,670827,885409,346962,70938,1999725,3.5473877658178,96.4526122341822
NM,2012,263439,249815,232882,0,28068,774204,3.625401057085729,96.37459894291428
NV,2012,52850,281432,262465,0,30425,627172,4.851141313706607,95.1488586862934
NY,2012,72914,1260950,1342304,427277,226194,3329639,6.793349068772921,93.20665093122707
OH,2012,1019140,869556,1045652,179055,133625,3247028,4.115301746704987,95.88469825329501
OK,2012,327089,712411,521974,0,78407,1639881,4.781261567150299,95.2187384328497
OR,2012,28259,220578,321335,0,229671,799843,28.71451022263119,71.28548977736881
PA,2012,1093178,1079495,1159310,787753,173137,4292873,4.033126533209811,95.96687346679019
RI,2012,0,98435,78918,0,5989,183342,3.2665728529196802,96.73342714708032
SC,2012,298572,250481,468505,535952,131684,1685194,7.8141745104717915,92.18582548952821
SD,2012,35574,71501,116864,0,89696,313635,28.598848980502815,71.40115101949719
TN,2012,423086,281007,647161,263045,129841,1744140,7.444413865859392,92.55558613414061
TX,2012,1498818,3964124,5495307,402823,329437,11690509,2.817986795955591,97.18201320404441
UT,2012,322055,232630,270540,0,17067,842292,2.026256927526321,97.97374307247368
VA,2012,222270,424000,796654,300992,130158,1874074,6.945189997833597,93.0548100021664
VT,2012,0,8287,75402,52283,21145,157117,13.458123563968252,86.54187643603174
WA,2012,42656,271947,698004,97808,450039,1560454,28.840260590828056,71.15973940917195
WI,2012,373281,410305,502079,149845,158804,1594314,9.960647651591845,90.03935234840816
WV,2012,756716,140133,194307,0,35379,1126535,3.1405149418349185,96.85948505816508
WY,2012,490128,158546,172649,0,23297,844620,2.758281830882527,97.24171816911748
US,2012,17380923,26075691,33830753,8061822,6149965,91499154,6.721335368849421,93.27866463115058
AK,2013,14819,332631,231297,0,8940,587687,1.521217927229971,98.47878207277003
AL,2013,565051,625869,492852,426488,257048,2367308,10.858240668303406,89.14175933169659
AR,2013,327099,288045,321573,124816,115098,1176631,9.781996224814746,90.21800377518525
AZ,2013,454865,340375,547104,328423,62325,1733092,3.5961737749640528,96.40382622503594
CA,2013,38151,2480792,3074636,187162,554027,6334768,8.745813579913266,91.25418642008674
CO,2013,363532,480875,466797,0,68191,1379395,4.9435440899814775,95.05645591001853
CT,2013,7679,240102,307980,178465,39857,774083,5.148931057780626,94.85106894221937
DC,2013,4,33725,18824,0,1033,53586,1.9277423207554212,98.07225767924457
DE,2013,18254,100682,101469,0,7061,227466,3.1042001881599885,96.89579981184
FL,2013,505155,1245287,1590534,277169,302082,3920227,7.705727244876381,92.29427275512361
GA,2013,426184,634635,976637,343801,263562,2644819,9.965218791909768,90.03478120809024
HI,2013,15306,197,259890,0,18072,293465,6.158144923585436,93.84185507641456
IA,2013,402402,306419,414922,55597,289684,1469024,19.719487224170607,80.2805127758294
ID,2013,7965,107089,158820,0,73262,347136,21.104696718289084,78.89530328171091
IL,2013,1026925,1063511,1160515,1014926,205035,4470912,4.585977089238169,95.41402291076183
IN,2013,1198611,680051,723093,0,133882,2735637,4.8939972664501905,95.10600273354981
KS,2013,326817,288274,339091,74902,74687,1103771,6.766530376319001,93.233469623681
KY,2013,914774,235703,583467,0,75844,1809788,4.190767095372497,95.8092329046275
LA,2013,228055,1504969,1761739,177156,143622,3815541,3.7641320064441715,96.23586799355583
MA,2013,42208,435312,565544,45251,72745,1161060,6.265395414534994,93.73460458546501
MD,2013,183191,206126,478979,149048,65478,1082822,6.046977250185164,93.95302274981483
ME,2013,1657,65886,182528,0,140106,390177,35.90831853235839,64.0916814676416
MI,2013,658172,831741,836656,302194,182543,2811306,6.493174346727108,93.5068256532729
MN,2013,267695,478611,597971,111885,191780,1647942,11.637545496140033,88.36245450385996
MO,2013,806549,281399,602535,87428,83153,1861064,4.4680354893759695,95.53196451062404
MS,2013,97767,426902,364975,113523,76269,1079436,7.065634275677298,92.9343657243227
MT,2013,166104,82298,173995,0,48259,470656,10.25356098721784,89.74643901278216
NC,2013,493771,445018,813792,420486,185881,2358948,7.87982609196981,92.1201739080302
ND,2013,393193,82334,222218,0,51321,749066,6.851332192356882,93.14866780764312
NE,2013,292956,179617,232088,71736,119961,896358,13.383157176039038,86.61684282396097
NH,2013,16778,55649,144599,114173,47801,379000,12.612401055408972,87.38759894459103
NJ,2013,25910,711999,879172,348784,77873,2043738,3.810322066722838,96.18967793327717
NM,2013,256377,252867,233179,0,29528,771951,3.8251132520069278,96.17488674799307
NV,2013,64838,282245,269976,0,34566,651625,5.304584692115864,94.69541530788413
NY,2013,68707,1315282,1329816,467651,242438,3423894,7.080768271447655,92.91923172855235
OH,2013,1104486,945731,1055182,168451,148389,3422239,4.3360209500271605,95.66397904997284
OK,2013,335925,682277,505493,0,96029,1619724,5.928726128649078,94.07127387135093
OR,2013,38900,244265,321437,0,223251,827853,26.96746886222554,73.03253113777446
PA,2013,1126118,1175535,1184191,822483,197360,4505687,4.380242125118767,95.61975787488123
RI,2013,0,88274,82269,0,5902,176445,3.3449516846609426,96.65504831533906
SC,2013,257319,236942,480737,566879,139122,1680999,8.276150075044661,91.72384992495535
SD,2013,34246,84527,112852,0,87325,318950,27.37889951403041,72.62110048596959
TN,2013,399768,284750,656717,297732,149508,1788475,8.359524175624484,91.64047582437551
TX,2013,1597357,4131225,5820393,400353,354056,12303384,2.877712343205739,97.12228765679426
UT,2013,355230,258661,273995,0,16521,904407,1.826721818827143,98.17327818117286
VA,2013,290508,433438,794789,306430,147080,1972245,7.457491336015556,92.54250866398445
VT,2013,0,9743,78707,50639,26571,165660,16.039478449837016,83.96052155016298
WA,2013,74955,327840,700446,88408,420370,1612019,26.077236062354103,73.9227639376459
WI,2013,454554,454050,511039,121994,166500,1708137,9.74746170828218,90.25253829171781
WV,2013,771188,152880,195189,0,42253,1161510,3.637764633967852,96.36223536603215
WY,2013,520699,156110,163198,0,23248,863255,2.6930628840840773,97.30693711591593
US,2013,18038771,26788768,34395898,8244433,6586497,94054367,7.0028614407664875,92.9971385592335
AK,2014,18225,329274,226704,0,11523,585726,1.9673021173722867,98.03269788262772
AL,2014,575912,650570,491062,431368,236143,2385055,9.900945680497934,90.09905431950206
AR,2014,339214,273009,325740,151428,115127,1204518,9.557931056239923,90.44206894376008
AZ,2014,447849,315916,547040,338044,72405,1721254,4.206526172197711,95.79347382780229
CA,2014,39486,2409574,3063217,177656,560635,6250568,8.969344865938584,91.03065513406142
CO,2014,350526,497182,482880,0,71727,1402315,5.11489929152865,94.88510070847136
CT,2014,9097,242227,308896,165677,41797,767694,5.44448699612085,94.55551300387916
DC,2014,48,35302,20156,0,1149,56655,2.0280646015356103,97.9719353984644
DE,2014,10238,107051,103155,0,7367,227811,3.2338210183002576,96.76617898169974
FL,2014,557882,1241250,1615826,291474,297773,4004205,7.436507371625579,92.56349262837442
GA,2014,482657,664808,949713,340652,279757,2717587,10.294316244521335,89.70568375547866
HI,2014,17241,167,249595,0,18386,285389,6.44243471191952,93.55756528808048
IA,2014,401151,311352,423401,43431,301848,1481183,20.37884582796319,79.62115417203681
ID,2014,7472,93610,163657,0,83266,348005,23.926667720291377,76.07333227970862
IL,2014,1017855,1108134,1187523,1023496,211286,4548294,4.645390117701274,95.35460988229873
IN,2014,1221492,723942,736761,0,138401,2820596,4.906799839466553,95.09320016053344
KS,2014,316572,291483,356753,89512,85170,1139490,7.474396440512861,92.52560355948714
KY,2014,913452,262278,580917,0,77063,1833710,4.202572925926128,95.79742707407387
LA,2014,209973,1547176,1698078,181059,165771,3802057,4.3600345812806065,95.6399654187194
MA,2014,29871,432523,564859,60340,74511,1162104,6.411732512752732,93.58826748724726
MD,2014,201220,217227,485480,150017,64310,1118254,5.750929574139685,94.24907042586031
ME,2014,2142,62423,185984,0,135221,385770,35.05223319594577,64.94776680405423
MI,2014,618479,878128,852639,326800,187538,2863584,6.549065786091835,93.45093421390817
MN,2014,313073,490111,597383,132904,211351,1744822,12.113040757166061,87.88695924283394
MO,2014,780707,301368,615765,97021,86678,1881539,4.606760742137155,95.39323925786285
MS,2014,116537,439557,367974,107228,77940,1109236,7.0264578502681125,92.97354214973188
MT,2014,175357,80063,169826,0,55608,480854,11.564424960590948,88.43557503940904
NC,2014,501592,462289,835571,428474,177290,2405216,7.3710635552066845,92.62893644479331
ND,2014,399195,89095,236433,0,56211,780934,7.197919414444755,92.80208058555525
NE,2014,276544,179705,235052,105655,131709,928665,14.18261698244254,85.81738301755746
NH,2014,14867,58785,155103,106350,50560,385665,13.10982329223549,86.89017670776451
NJ,2014,30731,805145,857414,329533,80738,2103561,3.838158246896572,96.16184175310343
NM,2014,215348,256056,241004,0,29708,742116,4.00314775587644,95.99685224412356
NV,2014,79230,261902,277175,0,35607,653914,5.445211449823677,94.55478855017633
NY,2014,64655,1392378,1381651,450141,252145,3540970,7.120788936364894,92.87921106363511
OH,2014,1057377,1058802,1064130,170319,151836,3502464,4.335119504440303,95.6648804955597
OK,2014,336080,667360,534645,0,95986,1634071,5.874040968844071,94.12595903115593
OR,2014,34238,226472,324671,0,232841,818222,28.45694689216374,71.54305310783626
PA,2014,1039161,1304080,1211166,823277,191585,4569269,4.192902628407301,95.8070973715927
RI,2014,0,91374,86121,0,7941,185436,4.282339998705753,95.71766000129425
SC,2014,305656,236040,480214,548246,144405,1714561,8.42227252340395,91.57772747659605
SD,2014,33062,83919,114768,0,92163,323912,28.45309837239744,71.54690162760257
TN,2014,427509,313887,673649,289401,139689,1844135,7.574770827515339,92.42522917248466
TX,2014,1585961,4060590,5795452,410907,383577,12236487,3.134698708869629,96.86530129113036
UT,2014,344054,251649,276367,0,18400,890470,2.0663245252507103,97.9336754747493
VA,2014,278183,438697,831310,316081,163416,2027687,8.059232021510223,91.94076797848977
VT,2014,0,10853,79888,52929,26073,169743,15.360279952634276,84.63972004736573
WA,2014,76547,320167,683758,99332,427691,1607495,26.60605476222321,73.39394523777679
WI,2014,417096,479396,543928,98807,169963,1709190,9.944067072706956,90.05593292729304
WV,2014,816460,180222,192956,0,40889,1230527,3.3228852353503826,96.67711476464962
WY,2014,489300,142268,172327,0,23776,827671,2.8726390075283534,97.12736099247165
US,2014,17996577,27376838,34655737,8337559,6795497,95162208,7.140961882683512,92.85903811731649
AK,2015,19511,333936,236497,0,13526,603470,2.2413707392248163,97.75862926077518
AL,2015,494311,701582,512940,438728,225388,2372949,9.498223518499556,90.50177648150044
AR,2015,226889,296826,315144,144716,107425,1091000,9.84647112740605,90.15352887259395
AZ,2015,385822,365313,561290,340153,79520,1732098,4.590964252600026,95.40903574739997
CA,2015,30967,2384061,3168455,193529,564184,6341196,8.89712287713548,91.10287712286451
CO,2015,340107,490642,482097,0,76060,1388906,5.4762525325687985,94.5237474674312
CT,2015,6536,260925,314538,182083,43162,807244,5.346834414377809,94.65316558562219
DC,2015,44,33654,20468,0,1644,55810,2.9457086543630173,97.05429134563698
DE,2015,7149,107819,109134,0,6986,231088,3.0230907706155232,96.97690922938447
FL,2015,466530,1378089,1698137,294099,292986,4129841,7.094365134154075,92.90563486584593
GA,2015,394665,712580,999583,353883,284373,2745084,10.35935512355906,89.64064487644094
HI,2015,15632,196,253425,0,19137,288390,6.635805679808593,93.3641943201914
IA,2015,348293,302936,413902,54836,318378,1438345,22.135023238513707,77.86497676148629
ID,2015,4249,107871,177126,0,88708,377954,23.47058107600396,76.52941892399605
IL,2015,850430,1011357,1234916,1017377,201990,4316070,4.679951900687431,95.32004809931257
IN,2015,1007472,735055,752992,0,143592,2639111,5.440923098725291,94.55907690127471
KS,2015,273416,280421,341744,90254,84689,1070524,7.910985648149878,92.08901435185012
KY,2015,796484,276867,591467,0,69302,1734120,3.9963785666505203,96.00362143334948
LA,2015,174221,1594207,1716552,160015,150561,3795556,3.9667706127903264,96.03322938720967
MA,2015,24177,457124,579085,52236,74530,1187152,6.278050325484858,93.72194967451514
MD,2015,165994,225969,500187,153140,58890,1104180,5.333369559310982,94.66663044068902
ME,2015,2588,54203,195265,0,140477,392533,35.78730960199525,64.21269039800475
MI,2015,617280,871834,866251,306773,201650,2863788,7.04137317427128,92.95862682572871
MN,2015,271570,448557,589200,125900,215508,1650735,13.055275377331915,86.94472462266809
MO,2015,696401,270885,624483,109182,79087,1780038,4.442995037184599,95.5570049628154
MS,2015,71626,536996,378769,122511,73695,1183597,6.226359140822425,93.77364085917758
MT,2015,178421,77443,166418,0,59324,481606,12.317952849424634,87.68204715057537
NC,2015,405525,516026,858916,440248,171808,2392523,7.181038593986348,92.81896140601366
ND,2015,408091,100852,193911,0,58246,761100,7.6528708448298515,92.34712915517015
NE,2015,266319,170346,235128,107976,135625,915394,14.816024575210237,85.18397542478976
NH,2015,10989,70742,152917,99186,57118,390952,14.609977695471567,85.39002230452843
NJ,2015,22925,778866,879189,347851,70278,2099109,3.34799193372045,96.65200806627955
NM,2015,215703,260038,238421,0,31414,745576,4.213386696996684,95.78661330300332
NV,2015,36635,312602,268357,0,40761,658355,6.191340538159504,93.80865946184049
NY,2015,41241,1396693,1383416,466457,266962,3554769,7.509967595644049,92.49003240435596
OH,2015,865714,1031716,1083409,181726,146601,3309166,4.430149469685111,95.5698505303149
OK,2015,280748,711393,520830,0,104713,1617684,6.47301945250123,93.52698054749877
OR,2015,26515,245897,322385,0,225883,820680,27.523882633913342,72.47611736608665
PA,2015,878829,1313350,1192176,842044,196780,4423179,4.448836459026415,95.55116354097359
RI,2015,0,96514,85001,0,9241,190756,4.844408563819749,95.15559143618025
SC,2015,241217,284013,512457,555909,137393,1730989,7.937254367301005,92.06274563269899
SD,2015,19616,83370,116051,0,94546,313583,30.150231358205005,69.849768641795
TN,2015,370650,322468,689054,261037,139641,1782850,7.832459264660516,92.16754073533949
TX,2015,1340422,4263856,6017336,411571,394057,12427242,3.170912741539917,96.82908725846008
UT,2015,330043,242848,278792,0,22379,874062,2.5603446895071515,97.43965531049285
VA,2015,232427,526314,836415,293455,163521,2052132,7.968347065393454,92.03165293460654
VT,2015,0,12245,81995,0,32235,126475,25.48725044475193,74.51274955524808
WA,2015,58273,327738,735010,85347,415545,1621913,25.62067139236198,74.37932860763802
WI,2015,408189,476969,535218,104666,176655,1701697,10.381107800037256,89.61889219996274
WV,2015,730949,191059,189768,0,28924,1140700,2.5356360129744893,97.46436398702551
WY,2015,487177,126421,159867,0,24975,798440,3.127974550373228,96.87202544962678
US,2015,15548985,28179686,35366087,8336886,6822195,94253839,7.238108359702993,92.76189164029701
AK,2016,16613,330883,220481,0,14371,582348,2.467768413388558,97.53223158661145
AL,2016,410168,715033,540018,417334,217520,2300073,9.457091144498458,90.54290885550154
AR,2016,246437,315617,323431,140370,105871,1131726,9.354826168171448,90.64517383182856
AZ,2016,323878,373916,581762,338636,83630,1701822,4.914144957580757,95.08585504241924
CA,2016,32077,2248939,3283869,197754,645141,6407780,10.068089104182729,89.93191089581727
CO,2016,321476,464749,484385,0,86993,1357603,6.407837932002213,93.59216206799779
CT,2016,2340,254652,292707,173363,47246,770308,6.133390799524346,93.86660920047565
DC,2016,34,30160,19530,0,2020,51744,3.903834260977118,96.09616573902288
DE,2016,8199,113552,110362,0,6905,239018,2.888903764570032,97.11109623542997
FL,2016,426188,1414358,1741139,306658,289945,4178288,6.939325388771669,93.06067461122834
GA,2016,399279,727336,973508,360633,274692,2735448,10.041938285794503,89.9580617142055
HI,2016,16431,162,251439,0,21032,289064,7.275897379127113,92.72410262087288
IA,2016,298006,317115,423838,49185,330156,1418300,23.278290911654796,76.72170908834521
ID,2016,2432,110344,178164,0,84813,375753,22.571476475237723,77.42852352476228
IL,2016,702467,1045034,1241379,1031331,209408,4229619,4.950989675429394,95.0490103245706
IN,2016,948386,779945,728550,0,151702,2608583,5.815494465769347,94.18450553423065
KS,2016,253121,276404,342971,86245,96476,1055217,9.142764000200907,90.85723599979909
KY,2016,736584,279935,601343,0,71524,1689386,4.233727519939197,95.7662724800608
LA,2016,140513,1718305,1700147,179391,167421,3905777,4.2864966433055445,95.71350335669446
MA,2016,20115,440725,560064,56628,76017,1153549,6.589837102715186,93.41016289728482
MD,2016,162931,229508,474710,154377,59011,1080537,5.461266018655539,94.53873398134446
ME,2016,2194,54509,186306,0,121928,364937,33.41069828490945,66.58930171509056
MI,2016,471236,926828,881817,329999,197316,2807196,7.028935635416978,92.97106436458301
MN,2016,261250,466365,613012,144970,217542,1703139,12.773003260450263,87.22699673954973
MO,2016,639860,273583,620998,98630,79160,1712231,4.623207966682066,95.37679203331794
MS,2016,61219,561342,387624,61680,76228,1148093,6.6395318149313685,93.36046818506863
MT,2016,161938,77589,168868,0,61412,469807,13.07175074019757,86.92824925980243
NC,2016,381761,540271,880644,447500,177504,2427680,7.3116720490344695,92.68832795096553
ND,2016,394579,105625,164459,0,66368,731031,9.078684761658534,90.92131523834146
NE,2016,240465,172929,233507,97798,141113,885812,15.930355425304692,84.0696445746953
NH,2016,5277,59638,146868,112551,52757,377091,13.990522181648462,86.00947781835154
NJ,2016,17455,793928,890052,312569,73768,2087772,3.5333360156185636,96.46666398438144
NM,2016,197083,259158,237261,0,37378,730880,5.114109019264449,94.88589098073555
NV,2016,30765,316653,291755,0,46291,685464,6.753235764387335,93.24676423561266
NY,2016,29679,1336455,1382691,434791,269722,3453338,7.810472070790638,92.18952792920936
OH,2016,825311,994162,1084602,175893,147894,3227862,4.581794388979454,95.41820561102054
OK,2016,221842,736164,518889,0,128854,1605749,8.024541818179554,91.97545818182044
OR,2016,19440,249829,325735,0,237758,832762,28.55053424627925,71.44946575372074
PA,2016,734838,1354340,1142664,867302,194770,4293914,4.5359548421323765,95.46404515786763
RI,2016,0,88471,73271,0,8743,170485,5.128310408540341,94.87168959145966
SC,2016,221865,284225,523196,583883,138887,1752056,7.927086805444575,92.07291319455543
SD,2016,26660,85021,113576,0,99312,324569,30.598116271116464,69.40188372888353
TN,2016,379775,336341,703952,309357,130839,1860264,7.033356555843687,92.96664344415632
TX,2016,1323111,4151065,6167821,440109,464206,12546312,3.6999398707763684,96.30006012922364
UT,2016,269016,250199,288064,0,28527,835806,3.4131126122569113,96.58688738774309
VA,2016,222938,572103,846375,310966,160048,2112430,7.576487741605639,92.42351225839437
VT,2016,0,12383,77816,0,29703,119902,24.77273106370202,75.22726893629797
WA,2016,53302,324929,804683,100674,444891,1728479,25.738872152915945,74.26112784708405
WI,2016,357335,501042,525065,106173,174422,1664037,10.481858275987854,89.51814172401215
WV,2016,751957,188491,199293,0,30604,1170345,2.6149554191285476,97.38504458087145
WY,2016,457315,132478,154323,0,27129,771245,3.517559271048759,96.48244072895125
US,2016,14227138,28392790,35708988,8426753,7109458,93865127,7.574120684884387,92.42587931511561
AK,2017,16376,343899,217142,0,13136,590553,2.2243558156507546,97.77564418434925
AL,2017,378890,681208,531216,446097,229887,2267298,10.139249450226657,89.86075054977334
AR,2017,267591,317530,321820,132736,103841,1143518,9.080836506290238,90.91916349370976
AZ,2017,334512,334629,588253,338246,88295,1683935,5.243373408118484,94.75662659188151
CA,2017,33663,2190994,3364148,187227,724945,6500977,11.151323870242889,88.84867612975711
CO,2017,315835,462135,492391,0,88198,1358559,6.492025741981026,93.50797425801898
CT,2017,2507,246532,295938,172570,44621,762168,5.854483525941787,94.14551647405821
DC,2017,30,30607,16952,0,1959,49548,3.9537418261080166,96.04625817389199
DE,2017,4804,103121,112793,0,7068,227786,3.1029123826749667,96.89708761732503
FL,2017,407538,1421271,1760243,304840,300547,4194439,7.165368241140234,92.83463175885977
GA,2017,344273,709671,1029867,352560,268645,2705016,9.931364546457397,90.0686354535426
HI,2017,14948,163,261256,0,19116,295483,6.469407715503092,93.5305922844969
IA,2017,300287,376298,406090,54528,342722,1479925,23.15806544250553,76.84193455749447
ID,2017,2615,115899,178786,0,94432,391732,24.106276740220355,75.89372325977965
IL,2017,685000,1034583,1244089,1016522,210459,4190653,5.022105146858974,94.97789485314102
IN,2017,929271,747919,701895,0,151217,2530302,5.9762431520031996,94.0237568479968
KS,2017,216747,279097,335994,111367,111662,1054867,10.585410293430357,89.41458970656964
KY,2017,639356,296673,578656,0,77592,1592277,4.873021465486219,95.12697853451378
LA,2017,142267,1716392,1814751,161171,154436,3989017,3.871530254195457,96.12846974580454
MA,2017,12407,462406,562893,52788,73642,1164136,6.325893194609565,93.67410680539044
MD,2017,106973,232723,471681,158004,60690,1030071,5.891826874069846,94.10817312593015
ME,2017,2168,45125,181750,0,121133,350176,34.59203372018642,65.40796627981358
MI,2017,499439,908197,871111,338675,197415,2814837,7.013372355131043,92.98662764486896
MN,2017,257594,466884,606185,145426,217590,1693679,12.847180605061526,87.15281939493848
MO,2017,709796,264614,612257,86853,82699,1756219,4.708922976006979,95.29107702399303
MS,2017,53779,543721,385021,77027,70825,1130373,6.2656309023658565,93.73436909763414
MT,2017,156073,83319,174471,0,64575,478438,13.497046639271964,86.50295336072804
NC,2017,350286,520659,887207,443192,185491,2386835,7.771421149765275,92.22857885023473
ND,2017,397875,112146,184067,0,84388,778476,10.8401543528638,89.1598456471362
NE,2017,233809,175613,234034,72300,148734,864490,17.204825966754964,82.79517403324503
NH,2017,3617,53633,152753,104493,54900,369396,14.862099210603255,85.13790078939674
NJ,2017,16488,734147,860203,355948,69317,2036103,3.4043955536630515,96.59560444633695
NM,2017,199114,249357,251101,0,41939,741511,5.655883729304083,94.34411627069592
NV,2017,27297,305309,308778,0,50374,691758,7.282026373384912,92.71797362661509
NY,2017,19553,1276905,1379355,441029,283969,3400811,8.35003768218816,91.64996231781184
OH,2017,810953,1014299,1075597,184997,144526,3230372,4.4739738952665515,95.52602610473345
OK,2017,198309,692145,543829,0,142535,1576818,9.039407211231733,90.96059278876827
OR,2017,18723,262532,332167,0,255253,868675,29.384177051256223,70.61582294874377
PA,2017,669540,1404240,1156090,870187,197812,4297869,4.602560012880802,95.3974399871192
RI,2017,0,94730,73643,0,9570,177943,5.37812670349494,94.62187329650506
SC,2017,192751,287408,525000,568390,142086,1715635,8.281831508450225,91.71816849154978
SD,2017,26114,85339,112934,0,100635,325022,30.962519460221156,69.03748053977884
TN,2017,334567,331613,695633,332779,132019,1826611,7.227537773505142,92.77246222649485
TX,2017,1451978,3987778,6282478,403523,500540,12626297,3.9642660076822205,96.03573399231777
UT,2017,274816,231151,297201,0,34373,837541,4.104037891876338,95.89596210812367
